1,2,3,4,5,6,n_dots,manifold_name,manifold_name_full
14.295376645852604,13.60973840940002,13.747499782479947,14.06957825790023,14.02833202812138,13.547020813972052,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
13.504675868551473,14.431357671606596,14.184103307584339,14.226939359158715,14.448083183795905,14.449725320404772,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.020634327141366,13.515796295816655,13.996847091668593,14.06208108887885,14.015765862458764,14.315426508302155,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.742253661007176,13.995057644056844,13.532926654992563,13.827427479974965,13.860656148205178,13.863635275877522,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
13.980048692033602,13.863674000956252,13.532844652022233,13.822565251512529,14.383379312162027,13.600882223003694,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.19309027292867,13.10266566579146,13.919227302022675,14.227042836117578,14.27817984816378,14.484940176565658,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
13.724330693331698,14.522195184130199,13.886012944158834,13.229286187106625,14.526668253644145,14.183878188680591,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
13.859254890997951,14.315722188690234,13.533456118817716,14.133403182297922,14.148841733214008,14.063876176529476,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.609443665042296,13.644435247083106,13.40300149914292,13.746022730616072,13.89648704150026,14.384946917943461,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.85468071508769,13.993974752257081,14.337343073810645,14.09420369100987,13.955715435711259,13.955049679496268,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
15.071595171332588,13.533522938028154,13.493243027107527,14.216509951664143,13.985808411417251,14.540648622523863,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.364489342921711,13.932835792745168,13.876207528864972,13.799825719779221,13.71735811007965,13.941682545278915,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.240561467975407,13.995556041810573,14.426367963479287,13.892355776327722,13.210629145897741,14.855528520787272,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
15.256250423242047,13.594302757193004,13.866206325420237,13.590697527223126,13.875245946793967,13.799867918407255,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.638734123079436,13.97360687553089,13.409851389877351,13.51959585496136,14.67673129108402,13.539104141293445,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.285811488833374,13.419388372010582,13.429223182862332,14.078430239011727,14.284479041174892,14.265105588685609,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.798357540989088,13.577387801843527,14.141167473083195,13.483589542382996,14.235183528834414,13.703546386540557,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.28813754219212,14.229428826149727,14.200228906227029,14.15182559300764,14.190506897571705,13.885054329849776,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
13.828469432439952,14.11800221340351,14.013435640410956,13.198388856802769,14.095643508516691,13.748945180051432,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.104847686054379,13.43442853588866,14.463377105798878,14.329463825123648,13.925381887989408,14.276391885331122,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.681762323320301,13.40428462191349,13.456669987810539,13.85431729628226,13.624141686749068,13.315887112078235,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.657184871996305,14.31850458878889,13.98700502631483,14.273080320964382,13.125920465283533,14.052828899773342,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
15.523720285345027,14.026937865054462,13.659824461501028,13.600573615826622,14.484212452187105,14.439633636481867,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.692353294103802,13.30771431024415,13.664645159321243,14.221795132459967,13.637996344192015,13.688522197762136,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.108014281921061,13.309375918120608,13.990013271599144,13.560542125582769,14.684674309943798,14.176532983313406,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.34385792764243,13.797294858555276,14.152582522837902,13.884990229274862,13.756569559327211,13.867347768354806,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
13.948679247914104,13.963684382568726,13.248247047623527,14.424771769038486,13.998272365508685,13.818406621756802,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.163760748661105,13.753712306103418,13.730794410764268,14.16788717966202,13.723548205233467,13.979400260873819,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.486350615253734,14.253163411385412,14.294486796553697,13.606066172819675,14.527140345747966,13.730423520775668,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.802589756523592,14.013108434919817,13.797311156770672,13.549309391143895,13.928966034527818,14.095251223544153,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.320629171653007,14.393033642427648,13.927667568072222,13.697642914116399,14.526552556406202,14.335185625761229,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.41627048603813,13.912165719219772,14.157201355042796,14.016626175937732,14.025858697544447,13.774258146515965,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.977385888170078,13.746416950650005,13.18261768736485,13.506346327706396,13.868168705238153,14.45079748547905,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
15.075987698573973,14.248329976407001,13.761745840830383,13.946264180217083,13.715877509379547,13.665364792094019,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
14.478212617773789,14.104480846681959,13.648678435711481,14.237195365210338,14.044423614413956,14.133619710523993,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
13.880294454417777,13.586152058761831,13.240987938368132,13.907634366939849,13.505229531382307,13.96312355082796,1250,Mp3_Paraboloid,Mp3_Paraboloid1250
