0.1,0.5,1.0,2.0,3.0,n_dots,manifold_name,manifold_name_full
20.44412225927668,9.937994237113879,9.532013120847898,8.906921314951449,8.888123255579423,2500,M1_Sphere,M1_Sphere2500
19.594750970023277,9.842767435686252,9.40061907498075,8.947848135604946,9.030889016737522,2500,M1_Sphere,M1_Sphere2500
19.75867995712711,9.788471021883002,9.275490720308682,9.04229177634422,8.883733112057344,2500,M1_Sphere,M1_Sphere2500
19.053774867551805,9.787281908076844,9.203777527155115,9.039166715194737,8.979448896783774,2500,M1_Sphere,M1_Sphere2500
18.86684730029192,9.971427027461392,9.162604908623731,8.83810570666009,8.976267593160811,2500,M1_Sphere,M1_Sphere2500
19.287984825256483,9.776843963206131,9.428964529830665,9.089092280116292,8.87080148412083,2500,M1_Sphere,M1_Sphere2500
19.686151935892433,10.098063017532732,9.251454825848867,9.10412691698276,8.9823332391373,2500,M1_Sphere,M1_Sphere2500
19.477837795482962,9.825035065538307,9.495817737346327,9.082028359029437,8.885888938925488,2500,M1_Sphere,M1_Sphere2500
20.36123262014189,9.891337064888187,9.191978484741028,8.921955974748093,8.832237224070413,2500,M1_Sphere,M1_Sphere2500
20.496893205386808,9.93071181798282,9.129135758488054,8.933953027642685,8.78968774105364,2500,M1_Sphere,M1_Sphere2500
19.846605651498173,9.728834629380973,9.239989167402628,8.95950785725205,8.956218256806492,2500,M1_Sphere,M1_Sphere2500
19.219778261198226,9.840357772092258,9.42537408577613,9.052465604812953,8.919147481237635,2500,M1_Sphere,M1_Sphere2500
20.01479051470953,9.87773547079053,9.354409768474756,9.059793958037359,8.860160124322277,2500,M1_Sphere,M1_Sphere2500
20.069806953771057,9.963864449759402,9.269138604379213,9.014200965696311,8.947152416478952,2500,M1_Sphere,M1_Sphere2500
19.49404564769628,9.951090854815856,9.392617644324968,9.112235409009253,8.956278335820295,2500,M1_Sphere,M1_Sphere2500
20.751924471917597,10.164458232651691,9.191212023060114,8.859621166891307,9.12971174323108,2500,M1_Sphere,M1_Sphere2500
20.506357257257548,9.874443869440855,9.352821531836996,9.042677804001189,9.061733632313336,2500,M1_Sphere,M1_Sphere2500
18.948665265442045,10.00357709963088,9.25318805768795,8.949706623676818,9.018659773741957,2500,M1_Sphere,M1_Sphere2500
20.655985106410355,9.87669254340173,9.469794785845897,9.146564974696355,8.845795944545014,2500,M1_Sphere,M1_Sphere2500
19.443344418724646,9.74995499678764,9.382234655461787,8.979930068163423,8.896107265602138,2500,M1_Sphere,M1_Sphere2500
19.319219986875133,9.826659183941908,9.296524249508606,9.068943698282927,8.981966497038963,2500,M1_Sphere,M1_Sphere2500
19.39392834995705,10.056070752933357,9.419113497373836,9.04543936057774,8.933816557844855,2500,M1_Sphere,M1_Sphere2500
19.37965520845514,9.880061037889051,9.311100997467445,8.931211097237604,8.867352058407576,2500,M1_Sphere,M1_Sphere2500
19.166454099415372,9.8157594270285,9.200768334693795,8.954952324561415,8.84857159541591,2500,M1_Sphere,M1_Sphere2500
19.524160478802592,9.910642454863941,9.142429531250746,8.828493370626106,8.940736810379514,2500,M1_Sphere,M1_Sphere2500
20.89361274961351,10.134149067511105,9.502179713478172,9.26597288309231,8.857204017406302,2500,M1_Sphere,M1_Sphere2500
19.228251587038542,9.988999303907438,9.333843321983508,9.015246571662944,8.987992247479614,2500,M1_Sphere,M1_Sphere2500
19.03274233355994,9.910711870531093,9.319711566553005,8.999730533021117,8.965684084875672,2500,M1_Sphere,M1_Sphere2500
20.02810987080874,10.19147249153552,9.128875674740685,9.099625074113371,8.93684086413472,2500,M1_Sphere,M1_Sphere2500
19.57423736677287,9.9420682450216,9.269896945988783,8.88100819119975,8.963374906209495,2500,M1_Sphere,M1_Sphere2500
26.188134712324313,10.39952514571573,9.38499646384092,9.088454890289642,9.13285386737315,1250,M1_Sphere,M1_Sphere1250
24.04794664402491,9.948543024804021,9.555045312245404,8.952467796132833,8.852881302143219,1250,M1_Sphere,M1_Sphere1250
25.420724096698862,10.282944111812597,9.407189985892355,9.031570509908118,8.890150161679852,1250,M1_Sphere,M1_Sphere1250
24.54160940292904,9.959410735089081,9.595745450828298,9.15789781121671,9.114268544279465,1250,M1_Sphere,M1_Sphere1250
24.754258656570425,9.923670497739154,9.470598145241071,9.092027974020773,9.064218073497404,1250,M1_Sphere,M1_Sphere1250
24.717538715049194,10.190711771124818,9.763457909424382,9.244041055809124,8.866887510590804,1250,M1_Sphere,M1_Sphere1250
26.20073223633701,10.360741320875,9.434320519064572,9.202161963704484,9.149431532143996,1250,M1_Sphere,M1_Sphere1250
25.729486250797382,10.528439123232141,9.282861230545368,9.181444895065951,9.252705858811249,1250,M1_Sphere,M1_Sphere1250
26.350078202992357,10.014006403419689,9.262814807815456,9.114711712019876,9.070220879982049,1250,M1_Sphere,M1_Sphere1250
25.501962324550693,9.845123671944066,9.456502488931363,9.084414882820175,9.033509606603253,1250,M1_Sphere,M1_Sphere1250
25.300236703056278,10.417812680429767,9.048249465772622,8.894074198709937,9.224405768051076,1250,M1_Sphere,M1_Sphere1250
24.861995907249096,10.093424536779207,9.39915840833826,9.08954897008973,9.05990584836342,1250,M1_Sphere,M1_Sphere1250
25.591500217933703,10.18055599320833,9.308678767164256,8.923248577935324,9.070304305432009,1250,M1_Sphere,M1_Sphere1250
25.487538087892492,10.09317494127178,9.356340901902154,9.185863585782716,9.015992035711811,1250,M1_Sphere,M1_Sphere1250
24.011590258644315,10.437016695224509,9.287460501764741,9.240309958376711,8.932483355142578,1250,M1_Sphere,M1_Sphere1250
25.826558584605948,10.487678958379272,9.451747912965098,9.112163996767505,8.8718874356943,1250,M1_Sphere,M1_Sphere1250
24.7007834314482,10.155299776603101,9.359654912493603,9.142748562049793,9.1768011333127,1250,M1_Sphere,M1_Sphere1250
24.974417022237947,10.129953123167798,9.482344858998498,9.129634165196139,8.929711826325978,1250,M1_Sphere,M1_Sphere1250
26.682643434452125,10.24108217297952,9.444094912780036,9.235654959909445,8.77281104365936,1250,M1_Sphere,M1_Sphere1250
25.113817038378095,10.270674783248968,9.55490112499723,9.104466567132665,9.178199044630155,1250,M1_Sphere,M1_Sphere1250
23.33564972725974,10.449892645900073,9.19315228476884,9.15213393843819,8.93048995275154,1250,M1_Sphere,M1_Sphere1250
24.426609368132237,9.970880439746555,9.295839438669178,9.1365136792426,8.930730064717853,1250,M1_Sphere,M1_Sphere1250
25.55830420407968,10.286734410945977,9.425672000660562,9.153840992156514,9.072515117800416,1250,M1_Sphere,M1_Sphere1250
24.408704574950896,10.380547124431148,9.311386173072023,8.894159084893486,8.882836497246494,1250,M1_Sphere,M1_Sphere1250
25.60249271096404,10.093004747753739,9.334613049360753,9.26894685763723,8.822479174792425,1250,M1_Sphere,M1_Sphere1250
24.099398009468988,10.018009807026486,9.44596454059502,9.158338546797136,8.906750813934268,1250,M1_Sphere,M1_Sphere1250
25.895880900376493,9.980200925109017,9.394939791086548,9.118095906268143,9.035729388610326,1250,M1_Sphere,M1_Sphere1250
26.0975888153319,10.255525597090008,9.488867956138106,9.12840593045663,9.084748131816372,1250,M1_Sphere,M1_Sphere1250
23.533416252085576,10.51383280101699,9.497297223348829,8.933846825591004,9.176007460746947,1250,M1_Sphere,M1_Sphere1250
25.914732594337583,10.075236183642994,9.32260316577047,9.22097553880245,8.852068010413904,1250,M1_Sphere,M1_Sphere1250
3.381230622521197,2.9114775541219675,2.8833463974927263,2.797240265696808,2.7577484286650966,2500,M2_Affine_3to5,M2_Affine_3to52500
3.37549482037887,2.895196196757738,2.8410730316580346,2.838197007617843,2.76940295096196,2500,M2_Affine_3to5,M2_Affine_3to52500
3.470590492092419,2.924487270730715,2.8372547598854387,2.780504077156864,2.7865857303085098,2500,M2_Affine_3to5,M2_Affine_3to52500
3.4547024862153646,2.8548142075056817,2.8491206318323625,2.737635611970544,2.7632747138864633,2500,M2_Affine_3to5,M2_Affine_3to52500
3.464640562509096,2.924354710386117,2.8668776061747687,2.763592706569219,2.8353117719438634,2500,M2_Affine_3to5,M2_Affine_3to52500
3.451625075943595,2.874912556611189,2.8454471371702246,2.781987792973253,2.735549382205838,2500,M2_Affine_3to5,M2_Affine_3to52500
3.4134675399512817,2.9552332764577036,2.8254744861784458,2.7989890192875992,2.80192827038193,2500,M2_Affine_3to5,M2_Affine_3to52500
3.378428770150402,2.891668936274053,2.819922650063537,2.823715954384244,2.7583762077671587,2500,M2_Affine_3to5,M2_Affine_3to52500
3.4315616583499575,2.8642479559675813,2.8489373797376243,2.7803387601161234,2.803185006296378,2500,M2_Affine_3to5,M2_Affine_3to52500
3.4278436680856625,2.919876074151325,2.896206975390171,2.7818350518194923,2.7634394290476014,2500,M2_Affine_3to5,M2_Affine_3to52500
3.4781011465791978,2.8792113359813007,2.8323034349816782,2.8540332618136235,2.725106924766242,2500,M2_Affine_3to5,M2_Affine_3to52500
3.537861583289337,2.944036980040696,2.828910272838549,2.7939860564961267,2.7647479268953274,2500,M2_Affine_3to5,M2_Affine_3to52500
3.439533160774555,2.9495023096604824,2.8560887597529363,2.7998745816113546,2.8014594334267433,2500,M2_Affine_3to5,M2_Affine_3to52500
3.3893370149230906,2.9317542241012147,2.860808892018525,2.7981134679020054,2.740798733452305,2500,M2_Affine_3to5,M2_Affine_3to52500
3.415658602700437,2.92389134941942,2.8718419527314,2.8235288525050715,2.757238162285316,2500,M2_Affine_3to5,M2_Affine_3to52500
3.3911591685481817,2.916211378590063,2.833032722544106,2.7659876979461817,2.791855679983211,2500,M2_Affine_3to5,M2_Affine_3to52500
3.38881602282259,2.9011896470333776,2.8827806305625168,2.78956430963643,2.753052810993368,2500,M2_Affine_3to5,M2_Affine_3to52500
3.4374077515734762,2.9541435949767605,2.864031781140594,2.8331748238129375,2.8317911582493474,2500,M2_Affine_3to5,M2_Affine_3to52500
3.4145820303469474,2.9343965334428828,2.8508934348308776,2.81066636146106,2.7820741357055705,2500,M2_Affine_3to5,M2_Affine_3to52500
3.399556074208133,2.9527726314422935,2.849211772464423,2.8331077614434195,2.741897697699547,2500,M2_Affine_3to5,M2_Affine_3to52500
3.4042807093764744,2.9034997670814966,2.8378485256092993,2.780223152915147,2.7921065450608684,2500,M2_Affine_3to5,M2_Affine_3to52500
3.403972277062076,2.9450708770516547,2.867674275327451,2.778387063272337,2.7681383901189514,2500,M2_Affine_3to5,M2_Affine_3to52500
3.448325243523694,2.8706578830921363,2.8125553252391216,2.767083995492342,2.8066110017028185,2500,M2_Affine_3to5,M2_Affine_3to52500
3.424107940615585,2.91380805990649,2.873560000205643,2.7905262055377156,2.788985719491676,2500,M2_Affine_3to5,M2_Affine_3to52500
3.460838880950687,2.9148136384802594,2.885454617145274,2.808569521432201,2.771102884620318,2500,M2_Affine_3to5,M2_Affine_3to52500
3.4709242983666,2.888210143535942,2.8676280585356353,2.789959446997206,2.7662981574525123,2500,M2_Affine_3to5,M2_Affine_3to52500
3.3895299348520553,2.9047508315134802,2.8245192928816554,2.809588062974404,2.768471203328195,2500,M2_Affine_3to5,M2_Affine_3to52500
